title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis
Comparison of Lung Expansion Techniques on Thoracoabdominal Mechanics and Incidence of Pulmonary Complications After Upper Abdominal Surgery A Randomized and Controlled Trial	10.1378/chest.14-2696	http://dx.doi.org/10.1378/chest.14-2696	0012-3692	CHEST	Adriana C. Lunardi			2015	1463105158	9	0	1	0	34	0	18	0	28	0	110	15	FALSE	Adriana C. Lunardi, Denise M. Paisani, Cibele C. B. Marques da Silva, Desiderio P. Cano, Clarice Tanaka, Celso R.F. Carvalho	0012-3692	30	11.9	2.123	A1
Comparison of the Effects of Aerobic Conditioning Before and After Pulmonary Allergic Inflammation	10.1007/s10753-014-0090-0	http://dx.doi.org/10.1007/s10753-014-0090-0	0360-3997	Inflammation	Ronaldo Aparecido da Silva			2014	1456502107	1	0	0	0	3	0	2	0	3	0	17	2	FALSE	Ronaldo Aparecido da Silva, Francine Maria Almeida, Clarice Rosa Olivo, Beatriz Mangueira Saraiva-Romanholo, Adenir Perini, Milton Arruda Martins, Celso Ricardo Fernandes Carvalho	0360-3997	4	8.8	1.09	A3
Comparison of transcutaneous electrical tibial nerve stimulation for the treatment of overactive bladder: a multi-arm randomized controlled trial with blinded assessment	10.6061/clinics/2021/e3039	http://dx.doi.org/10.6061/clinics/2021/e3039	1807-5932	Clinics	Munick Linhares Pierre			2021	1635176366	0	0	0	0	3	0	3	0	3	0	54	3	TRUE	Munick Linhares Pierre, Beatriz Friso, Raquel Aparecida Casarotto, Jorge Milhem Haddad, Edmund Chada Baracat, Elizabeth Alves Gonçalves Ferreira	1807-5932	3	3.5	0.535	A4
Comparisons of Mood States Associated With Outcomes Achieved by Female and Male Athletes in High-Level Judo and Brazilian Jiu-Jitsu Championships: Psychological Factors Associated With the Probability of Success	10.1519/jsc.0000000000003218	http://dx.doi.org/10.1519/jsc.0000000000003218	1064-8011	Journal of Strength & Conditioning Research	Ricardo Brandt			2021	1632169112	0	0	0	0	2	0	2	0	2	0	76	2	FALSE	Ricardo Brandt, Guilherme G. Bevilacqua, Tânia B. Crocetta, Carlos B.d.M. Monteiro, Regiani Guarnieri, Edilson Hobold, Lucinar J.F. Flores, Bianca Miarka, Alexandro Andrade	1064-8011	12	6.8	1.141	A2
Comprehensive left ventricular mechanics analysis by speckle tracking echocardiography in Chagas disease	10.1186/s12947-016-0062-7	http://dx.doi.org/10.1186/s12947-016-0062-7	1476-7120	Cardiovascular Ultrasound	Marcio Silva Miguel Lima			2016	1489876736	1	0	0	0	5	0	4	0	5	0	56	2	TRUE	Marcio Silva Miguel Lima, Hector R. Villarraga, Maria Cristina Donadio Abduch, Marta Fernandes Lima, Cecilia Beatriz Bittencourt Viana Cruz, Marcio Sommer Bittencourt, Mariana Callil Voos, Joao Cesar Nunes Sbano, Wilson Mathias, Jeane Mike Tsutsui	1476-7120	8	3.7	0.646	A4
Computer classes and games in virtual reality environment to reduce loneliness among students of an elderly reference center	10.1097/md.0000000000005954	http://dx.doi.org/10.1097/md.0000000000005954	0025-7974	Medicine (Wolters Kluwer)	Thaiany Pedrozo Campos Antunes			2017	1490949001	0	0	0	0	2	0	2	0	2	0	205	1	TRUE	Thaiany Pedrozo Campos Antunes, Acary Souza Bulle de Oliveira, Tania Brusque Crocetta, Jennifer Yohanna Ferreira de Lima Antão, Renata Thais de Almeida Barbosa, Regiani Guarnieri, Thais Massetti, Carlos Bandeira de Mello Monteiro, Luiz Carlos de Abreu	0025-7974	14	2.9	0.441	A3
Computer task performance by subjects with Duchenne muscular dystrophy	10.2147/ndt.s87735	http://dx.doi.org/10.2147/ndt.s87735	1176-6328	Neuropsychiatric Disease and Treatment	Silvia Regina Pinheiro Malheiros			2015	1452016243	1	0	0	0	5	0	4	0	5	0	40	3	TRUE	Silvia Regina Pinheiro Malheiros, Talita Dias da Silva, Francis Meire Favero, Luiz Carlos de Abreu, Felipe Fregni, Denise Cardoso Ribeiro, Carlos Bandeira de Mello Monteiro	1176-6328	6	5.1	NA	A3
Concern About Falling, Confidence in Balance, Quality of Life, and Depression Symptoms in Community-Dwelling Older Adults After a 24-week Dual-Task Training With Variable and Fixed Priority: A Randomized Controlled Trial	10.1177/01640275221073993	http://dx.doi.org/10.1177/01640275221073993	0164-0275	Research on Aging	Francis Trombini-Souza			2022	1688782026	0	0	0	0	1	0	1	0	1	0	40	1	FALSE	Francis Trombini-Souza, Renata Taysa de Souza Azevedo Nogueira, Ana Cícera Batista Serafim, Thamires Medeiros Mendes de Lima, Michelle Katherine Andrade Xavier, Monica Rodrigues Perracini, Rodrigo Cappato de Araújo, Isabel CN Sacco, Marcelo de Maio Nascimento	0164-0275	5	4.0	0.949	NA
Constant-Load Exercise Versus High-Intensity Interval Training on Aerobic Fitness in Moderate-to-Severe Asthma: A Randomized Controlled Trial	10.1016/j.jaip.2022.05.023	http://dx.doi.org/10.1016/j.jaip.2022.05.023	2213-2198	The Journal of Allergy and Clinical Immunology: In Practice	Ronaldo Aparecido da Silva			2022	1694023435	0	0	0	7	13	0	4	0	11	0	44	53	FALSE	Ronaldo Aparecido da Silva, Patrícia Gonçalves Leite Rocco, Rafael Stelmach, Luanda Mara da Silva Oliveira, Maria Notomi Sato, Alberto Cukier, Celso Ricardo Fernandes Carvalho	2213-2198	7	10.3	1.698	A1
Contribuições da terapia ocupacional no atendimento a usuários com insuficiência renal crônica no contexto de hospitalização1	10.4322/2526-8910.ctoao1855	http://dx.doi.org/10.4322/2526-8910.ctoao1855	2526-8910	Cadernos Brasileiros de Terapia Ocupacional	Jaqueline Barbosa Pereira			2020	1599550636	0	0	0	0	2	0	2	0	2	0	16	1	TRUE	Jaqueline Barbosa Pereira, Maria Helena Morgani de Almeida, Marina Picazzio Perez Batista, Rosé Colom Toldrá	2526-8910	5	NA	0.254	B1
Cortical maturation in children with cochlear implants: Correlation between electrophysiological and behavioral measurement	10.1371/journal.pone.0171177	http://dx.doi.org/10.1371/journal.pone.0171177	1932-6203	PLOS ONE	Liliane Aparecida Fagundes Silva			2017	1486664319	0	0	0	0	2	0	2	0	2	0	101	2	TRUE	Liliane Aparecida Fagundes Silva, Maria Inês Vieira Couto, Fernanda C. L. Magliaro, Robinson Koji Tsuji, Ricardo Ferreira Bento, Ana Claudia Martinho de Carvalho, Carla Gentile Matas	1932-6203	10	6.0	0.839	A1
Could an Internet-Based Foot–Ankle Therapeutic Exercise Program Modify Clinical Outcomes and Gait Biomechanics in People with Diabetic Neuropathy? A Clinical Proof-of-Concept Study	10.3390/s22249582	http://dx.doi.org/10.3390/s22249582	1424-8220	Sensors	Ronaldo H. Cruvinel-Júnior			2022	1672197543	0	0	0	0	1	0	1	0	1	0	44	1	TRUE	Ronaldo H. Cruvinel-Júnior, Jane S. S. P. Ferreira, Jady L. Veríssimo, Renan L. Monteiro, Eneida Y. Suda, Érica Q. Silva, Isabel C. N. Sacco	1424-8220	1	6.8	0.786	A2
Cri du Chat syndrome: Characteristics of 73 Brazilian patients	10.1111/jir.12476	http://dx.doi.org/10.1111/jir.12476	0964-2633	Journal of Intellectual Disability Research	R. S. Honjo			2018	1519217163	0	0	0	0	4	0	4	0	4	0	138	2	FALSE	R. S. Honjo, C. B. Mello, L. S. E. Pimenta, E. C. Nuñes‐Vaca, L. M. Benedetto, R. B. F. Khoury, D. M. Befi‐Lopes, C. A. Kim	0964-2633	12	5.2	0.936	A2
Cross-cultural adaptation and measurement properties of the Brazilian Version of the Michigan Neuropathy Screening Instrument	10.1016/j.bjpt.2017.10.004	http://dx.doi.org/10.1016/j.bjpt.2017.10.004	0211-5638	Fisioterapia : organo de la Asociacion Espanola de Fisioterapia.	Cristina D. Sartor			2017	1550574559	4	0	0	0	6	0	1	0	5	0	73	2	TRUE	Cristina D. Sartor, Mariana D. Oliveira, Victoria Campos, Jane S.S.P. Ferreira, Isabel C.N. Sacco	0211-5638	20	0.4	0.138	B2
Cross-Linguistic and Cross-Cultural Effects on Verbal Working Memory and Vocabulary: Testing Language-Minority Children With an Immigrant Background	10.1044/1092-4388(2012/12-0079)	http://dx.doi.org/10.1044/1092-4388(2012/12-0079)	1092-4388	Journal of Speech, Language & Hearing Research	Pascale M. J. Engel de Abreu			2012	1395586395	3	0	0	0	8	0	5	0	8	0	169	5	TRUE	Pascale M. J. Engel de Abreu, Martine Baldassi, Marina L. Puglisi, Debora M. Befi-Lopes	1092-4388	55	4.0	0.827	A1
Cuidadores formais de idosos: contextualização histórica no cenário brasileiro	10.1590/1809-9823.2014.13148	http://dx.doi.org/10.1590/1809-9823.2014.13148	1809-9823	Revista Brasileira de Geriatria e Gerontologia	Marina Picazzio Perez Batista			2014	1436547601	1	0	0	0	1	0	0	0	1	0	37	1	TRUE	Marina Picazzio Perez Batista, Maria Helena Morgani de Almeida, Selma Lancman	1809-9823	5	NA	NA	A3
Decline in functional status after intensive care unit discharge is associated with ICU readmission: a prospective cohort study	10.1016/j.physio.2018.07.010	http://dx.doi.org/10.1016/j.physio.2018.07.010	0031-9406	Physiotherapy / Fizjoterapia	Leda Tomiko Yamada da Silveira			2018	1569519260	0	0	0	0	10	0	10	0	10	0	73	6	FALSE	Leda Tomiko Yamada da Silveira, Janete Maria da Silva, Clarice Tanaka, Carolina Fu	0031-9406	10	5.7	0.91	A1
Decline in instrumental activities of daily living associated with loss of hand grip strength in elderly patients hospitalized in geriatric ward	10.1590/s1809-98232014000200002	http://dx.doi.org/10.1590/s1809-98232014000200002	1809-9823	Revista Brasileira de Geriatria e Gerontologia	Larissa Alamino Pereira de Viveiro			2014	1418736210	1	0	0	0	1	0	0	0	1	0	30	1	TRUE	Larissa Alamino Pereira de Viveiro, Andréia Silva de Almeida, Débora Martins Meira, Patrícia Harry Lavoura, Carolina Mendes do Carmo, Janete Maria da Silva, Clarice Tanaka	1809-9823	3	NA	NA	A3
Decreased Heart Rate Variability in Individuals With Amyotrophic Lateral Sclerosis.	10.4187/respcare.06681	http://dx.doi.org/10.4187/respcare.06681	0020-1324	Respiratory Care	Renata M M Pimentel			2019	1596269012	0	0	0	0	1	0	1	0	1	0	48	1	TRUE	Renata M M Pimentel, Hugo Macedo, Vítor E Valenti, Fernando O Rocha, Luiz Carlos Abreu, Carlos Bandeira de M Monteiro, Celso Ferreira	0020-1324	13	4.1	0.761	A3
Decreased muscle strength is associated with proinflammatory cytokines but not testosterone levels in men with diabetes	10.1590/1414-431x20187394	http://dx.doi.org/10.1590/1414-431x20187394	0100-879X	Brazilian Journal of Medical and Biological Research	J.P. Ferreira			2018	1533469097	0	0	0	0	5	0	4	0	4	0	56	2	TRUE	J.P. Ferreira, A.M.O. Leal, F.A. Vasilceac, C.D. Sartor, I.C.N. Sacco, A.S. Soares, T.F. Salvini	0100-879X	4	4.5	0.492	A3
Detecting limited health literacy in Brazil: development of a multidimensional screening tool	10.1093/heapro/dat074	http://dx.doi.org/10.1093/heapro/dat074	0957-4824	Health Promotion International	Daniel Apolinario			2013	1567036800	0	0	0	0	9	0	5	0	6	0	106	6	TRUE	Daniel Apolinario, Leticia Lessa Mansur, Maria Teresa Carthery-Goulart, Sonia Maria Dozzi Brucki, Ricardo Nitrini	0957-4824	24	4.9	0.819	A2
Determinants of the use of physiotherapy services among individuals with Parkinson's disease living in Brazil	10.1590/0004-282x20180087	http://dx.doi.org/10.1590/0004-282x20180087	0004-282X	Arquivos de Neuro-Psiquiatria	Fátima Rodrigues-de-Paula			2018	1540654364	0	0	0	0	1	0	1	0	1	0	190	1	TRUE	Fátima Rodrigues-de-Paula, Raquel de Carvalho Lana, Larissa Karlla Rodrigues Lopes, Francisco Cardoso, Ana Raquel Rodrigues Lindquist, Maria Elisa Pimentel Piemonte, Clynton Lourenço Correa, Vera Lúcia Israel, Felipe Mendes, Lidiane Oliveira Lima	0004-282X	10	2.1	0.341	B2
Development of postural control and maturation of sensory systems in children of different ages a cross-sectional study	10.1016/j.bjpt.2017.10.006	http://dx.doi.org/10.1016/j.bjpt.2017.10.006	0211-5638	Fisioterapia : organo de la Asociacion Espanola de Fisioterapia.	Cristina dos Santos Cardoso de Sá			2017	1568886367	2	0	0	0	6	0	3	0	5	0	134	2	TRUE	Cristina dos Santos Cardoso de Sá, Catarina Costa Boffino, Renato Teodoro Ramos, Clarice Tanaka	0211-5638	38	0.4	0.138	B2
Development of ProFibro — a mobile application to promote self-care in patients with fibromyalgia	10.1016/j.physio.2018.04.005	http://dx.doi.org/10.1016/j.physio.2018.04.005	0031-9406	Physiotherapy / Fizjoterapia	Susan Lee King Yuan			2018	1534624090	0	0	0	0	3	0	3	0	3	0	249	2	FALSE	Susan Lee King Yuan, Amélia Pasqual Marques	0031-9406	12	5.7	0.91	A1
Diabetes related phenotypes and their influence on outcomes of patients with corona virus disease 2019 (COVID-19)	10.1186/s13098-023-01168-w	http://dx.doi.org/10.1186/s13098-023-01168-w	1758-5996	Diabetology & Metabolic Syndrome	Lais Isidoro Alves			2023	1697603398	0	0	0	0	3	0	2	0	2	0	7	2	TRUE	Lais Isidoro Alves, Adriana Aparecida Bosco, Adriana Aparecida Rosa, Marcia Regina Soares Correia, Sergio Russo Matioli, Maria Elizabeth Rossi da Silva	1758-5996	0	6.7	1.147	A4
Diagnostic Criteria for Somatosensory Tinnitus: A Delphi Process and Face-to-Face Meeting to Establish Consensus	10.1177/2331216518796403	http://dx.doi.org/10.1177/2331216518796403	2331-2165	Trends in Hearing	Sarah Michiels			2018	1537127503	0	0	0	0	1	0	1	0	1	0	135	1	TRUE	Sarah Michiels, Tanit Ganz Sanchez, Yahav Oron, Annick Gilles, Haúla F. Haider, Soly Erlandsson, Karl Bechter, Veronika Vielsmeier, Eberhard Biesinger, Eui-Cheol Nam, Jeanne Oiticica, Ítalo Roberto T. de Medeiros, Carina Bezerra Rocha, Berthold Langguth, Paul Van de Heyning, Willem De Hertogh, Deborah A. Hall	2331-2165	35	5.1	0.837	A2
Distorted distance perception to reachable points in people with chronic shoulder pain	10.1016/j.msksp.2019.04.015	http://dx.doi.org/10.1016/j.msksp.2019.04.015	2468-8630	Musculoskeletal Science and Practice	Rafael K Alaiti			2019	1557277058	0	0	0	0	4	0	4	0	4	0	36	2	FALSE	Rafael K Alaiti, Daniel S Harvie, Juliana T Gasparin, Marcello F de Sousa, José E Pompeu, Victoria J Madden, Maria Helena Leite Hunziker, Marcelo F da Costa	2468-8630	3	3.9	0.755	A2
Distortion-product otoacoustic emissions at ultra-high frequencies in parents of individuals with autosomal recessive hearing loss	10.1590/s2317-17822014000100002	http://dx.doi.org/10.1590/s2317-17822014000100002	2317-1782	CoDAS	Jaqueline Medeiros de Mello			2014	1395753612	1	0	0	0	1	0	0	0	1	0	32	1	TRUE	Jaqueline Medeiros de Mello, Valter Augusto Della-Rosa, Renata Mota Mamede Carvallo	2317-1782	7	1.0	0.307	A3
Does anterior knee pain severity and function relate to the frontal plane projection angle and trunk and hip strength in women with patellofemoral pain?	10.1016/j.jbmt.2015.01.004	http://dx.doi.org/10.1016/j.jbmt.2015.01.004	1360-8592	Journal of Bodywork & Movement Therapies	Gabriel Peixoto Leão Almeida			2015	1422318686	0	0	0	0	1	0	1	0	1	0	143	1	FALSE	Gabriel Peixoto Leão Almeida, Ana Paula de Moura Campos Carvalho e Silva, Fábio Jorge Renovato França, Maurício Oliveira Magalhães, Thomaz Nogueira Burke, Amélia Pasqual Marques	1360-8592	24	2.5	0.48	A2
Dynamic Patterns of Forces and Loading Rate in Runners with Unilateral Plantar Fasciitis: A Cross-Sectional Study	10.1371/journal.pone.0136971	http://dx.doi.org/10.1371/journal.pone.0136971	1932-6203	PLOS ONE	Ana Paula Ribeiro			2015	1448724635	3	0	0	0	12	0	8	0	11	0	165	6	TRUE	Ana Paula Ribeiro, Silvia Maria Amado João, Roberto Casanova Dinato, Vitor Daniel Tessutti, Isabel Camargo Neves Sacco	1932-6203	31	6.0	0.839	A1
Dynamic postural stability and muscle strength in patellofemoral pain: Is there a correlation?	10.1016/j.knee.2016.04.013	http://dx.doi.org/10.1016/j.knee.2016.04.013	0968-0160	Knee	Ana Paula de Moura Campos Carvalho-e-Silva			2016	1691178140	0	0	0	0	8	0	8	0	8	0	117	4	FALSE	Ana Paula de Moura Campos Carvalho-e-Silva, Gabriel Peixoto Leão Almeida, Maurício Oliveira Magalhães, Fábio Jorge Renovato França, Luiz Armando Vidal Ramos, Josielli Comachio, Amélia Pasqual Marques	0968-0160	16	3.7	0.839	A2
Dysfunctional breathing: what do we know?	10.1590/1806-3713/e20170347	http://dx.doi.org/10.1590/1806-3713/e20170347	0102-3586	Jornal de Pneumologia	Laís Silva Vidotto			2019	1687472494	0	0	0	2	4	0	1	1	4	0	163	21	TRUE	Laís Silva Vidotto, Celso Ricardo Fernandes de Carvalho, Alex Harvey, Mandy Jones	0102-3586	45	NA	NA	B1
Dysphagia and associated clinical markers in neurologically intact children with respiratory disease	10.1002/ppul.23955	http://dx.doi.org/10.1002/ppul.23955	8755-6863	Pediatric Pulmonology	Fernanda C. Sassi			2018	1558080348	1	0	0	0	4	0	2	0	3	0	59	1	FALSE	Fernanda C. Sassi, Karina C. B. Bühler, Fabiola S. Juste, Fabiola C. F. Almeida, Debora M. Befi‐Lopes, Claudia R. F. de Andrade	8755-6863	7	5.4	0.907	A2
Early identification and intervention on language deficits and behavioral difficulties in early childhood education	10.1590/0102.3772e35313	http://dx.doi.org/10.1590/0102.3772e35313	0102-3772	Psicologia: Teoria e Pesquisa	Cristina de Andrade Varanda			2019	1600782500	0	0	0	0	1	0	1	0	1	0	16	1	TRUE	Cristina de Andrade Varanda, Eva Cristina de Carvalho Souza Mendes, Maria da Graça Giordano de Marcos Crescenti, Rita de Cássia Gottardi van Opstal Nascimento, Karla Regina de Jesus Grillo, Fernanda Dreux Miranda Fernandes	0102-3772	0	0.5	0.145	A1
Early mobilization practice in a single Brazilian intensive care unit	10.1016/j.jcrc.2015.05.004	http://dx.doi.org/10.1016/j.jcrc.2015.05.004	0883-9441	Journal of Critical Care	Ruy Camargo Pires-Neto			2015	1435872417	0	0	0	0	4	0	4	0	4	0	165	2	FALSE	Ruy Camargo Pires-Neto, Natalia Pontes Lima, Gregorio Marques Cardim, Marcelo Park, Linda Denehy	0883-9441	14	7.2	1.064	A3
Early Neuromuscular Electrical Stimulation Preserves Muscle Size and Quality and Maintains Systemic Levels of Signaling Mediators of Muscle Growth and Inflammation in Patients with Traumatic Brain Injury: A Randomized Clinical Trial	10.1155/2023/9335379	http://dx.doi.org/10.1155/2023/9335379	2090-1305	Critical Care Research & Practice	Luciana Vieira			2023	1697287699	0	0	0	0	11	0	10	0	10	0	22	5	TRUE	Luciana Vieira, Paulo Eugênio Silva, Priscilla Flavia de Melo, Vinicius Maldaner, Joao Q. Durigan, Rita de Cassia Marqueti, Otavio Nobrega, Sunita Mathur, Chris Burtin, Fabrício Barin, Wilcelly Machado-Silva, Sergio Ramalho, Gaspar R. Chiappa, Nadia Oliveira Gomes, Celso R. F. Carvalho, Graziella F. B. Cipriano, Gerson Cipriano	2090-1305	0	2.6	0.558	A4
Editorial: Virtual Reality for Sensorimotor Rehabilitation of Neurological Health Conditions Across the Lifespan	10.3389/fneur.2021.766349	http://dx.doi.org/10.3389/fneur.2021.766349	1664-2295	Frontiers in Neurology	Carlos Bandeira de Mello Monteiro			2021	1637856512	0	0	0	0	2	0	2	0	2	0	15	2	TRUE	Carlos Bandeira de Mello Monteiro, Helen Dawes, Judith E. Deutsch	1664-2295	1	4.8	0.966	A4
Effect of a telerehabilitation exercise program versus a digital booklet with self-care for patients with chronic non-specific neck pain: a protocol of a randomized controlled trial assessor-blinded, 3 months follow-up	10.1186/s13063-023-07651-z	http://dx.doi.org/10.1186/s13063-023-07651-z	1745-6215	Trials	Juliene Corrêa Barbosa			2023	1696040070	0	0	0	0	2	0	2	0	2	0	19	2	TRUE	Juliene Corrêa Barbosa, Josielli Comachio, Amelia Pasqual Marques, Bruno Tirotti Saragiotto, Mauricio Oliveira Magalhaes	1745-6215	0	3.6	0.812	B1
Effect of an Exercise Program on Lymphocyte Proliferative Responses of COPD Patients	10.1007/s00408-018-0107-9	http://dx.doi.org/10.1007/s00408-018-0107-9	0341-2040	Lung	Juliana Ruiz Fernandes			2018	1520912314	1	0	0	0	1	0	0	0	1	0	52	1	FALSE	Juliana Ruiz Fernandes, Cibele Cristine Berto Marques da Silva, Aline Grandi da Silva, Regina Maria de Carvalho Pinto, Alberto José da Silva Duarte, Celso Ricardo Carvalho, Gil Benard	0341-2040	9	6.4	1.293	B1
Effect of combined actions of hip adduction/abduction on the force generation and maintenance of pelvic floor muscles in healthy women	10.1371/journal.pone.0177575	http://dx.doi.org/10.1371/journal.pone.0177575	1932-6203	PLOS ONE	Amanda C. Amorim			2017	1500324527	0	0	0	0	1	0	1	0	1	0	86	1	TRUE	Amanda C. Amorim, Licia P. Cacciari, Anice C. Passaro, Simone R. B. Silveira, Cesar F. Amorim, Jefferson F. Loss, Isabel C. N. Sacco	1932-6203	14	6.0	0.839	A1
Effect of Combined Therapy of Virtual Reality and Transcranial Direct Current Stimulation in Children and Adolescents With Cerebral Palsy: A Study Protocol for a Triple-Blinded Randomized Controlled Crossover Trial	10.3389/fneur.2020.00953	http://dx.doi.org/10.3389/fneur.2020.00953	1664-2295	Frontiers in Neurology	Talita Dias da Silva			2020	1601431292	0	0	0	1	5	0	4	0	5	0	111	12	TRUE	Talita Dias da Silva, Anne Michelli Gomes Gonçalves Fontes, Barbara Soares de Oliveira-Furlan, Tatiane Tedeschi Roque, Ana Izabel Izidório Lima, Bruna Mayara Magalhães de Souza, Camila Aparecida de Oliveira Alberissi, Ana Clara Silveira, Íbis Ariana Peña de Moraes, Johnny Collett, Roger Pereira Silva, Marina Junqueira Airoldi, Denise Cardoso Ribeiro-Papa, Helen Dawes, Carlos Bandeira de Mello Monteiro	1664-2295	11	4.8	0.966	A4
Effect of Contextual Interference in the Practicing of a Computer Task in Individuals Poststroke	10.1155/2020/2937285	http://dx.doi.org/10.1155/2020/2937285	2314-6133	BioMed Research International	Alice Haniuda Moliterno			2020	1659124829	0	0	0	0	1	0	1	0	1	0	40	1	TRUE	Alice Haniuda Moliterno, Fernanda Vieira Bezerra, Louanne Angélica Pires, Sarah Santos Roncolato, Talita Dias da Silva, Thais Massetti, Deborah Cristina Gonçalves Luiz Fernani, Fernando Henrique Magalhães, Carlos Bandeira de Mello Monteiro, Maria Tereza Artero Prado Dantas	2314-6133	3	5.3	0.656	A3
Effect of low-level laser therapy (904 nm) and static stretching in patients with knee osteoarthritis: a protocol of randomised controlled trial	10.1186/s12891-015-0709-9	http://dx.doi.org/10.1186/s12891-015-0709-9	1471-2474	BMC Musculoskeletal Disorders	Sarah Rubia Ferreira de Meneses			2015	1565787375	1	0	0	0	3	0	1	1	3	0	251	2	TRUE	Sarah Rubia Ferreira de Meneses, David John Hunter, Eunice Young Docko, Amelia Pasqual Marques	1471-2474	16	3.5	0.714	A3
Effect of Physical Therapy in Bruxism Treatment: A Systematic Review	10.1016/j.jmpt.2017.10.014	http://dx.doi.org/10.1016/j.jmpt.2017.10.014	0161-4754	Journal of Manipulative & Physiological Therapeutics	Cinthia S.M. Amorim			2018	1696363062	1	0	0	1	10	0	7	0	9	0	377	14	FALSE	Cinthia S.M. Amorim, Adriana S. Espirito Santo, Marjorie Sommer, Amélia P. Marques	0161-4754	22	2.5	0.419	A2
Effect of the association of continuous shortwave diathermy and Pilates-based exercises on pain, depression, and anxiety in chronic non-specific low back pain: a randomized clinical trial	10.1590/1414-431x2023e12338	http://dx.doi.org/10.1590/1414-431x2023e12338	0100-879X	Brazilian Journal of Medical and Biological Research	S. Amaral			2023	1685380751	0	0	0	2	5	0	1	0	3	0	60	19	TRUE	S. Amaral, A.C. Pássaro, R.A. Casarotto	0100-879X	0	4.5	0.492	A3
Effect of therapeutic Swedish massage on anxiety level and vital signs of Intensive Care Unit patients	10.1016/j.jbmt.2016.08.009	http://dx.doi.org/10.1016/j.jbmt.2016.08.009	1360-8592	Journal of Bodywork & Movement Therapies	Tatiana Alves da Silva			2016	1523217256	6	0	0	0	16	0	7	0	13	0	150	6	FALSE	Tatiana Alves da Silva, Debora Stripari Schujmann, Leda Tomiko Yamada da Silveira, Fátima Aparecida Caromano, Carolina Fu	1360-8592	11	2.5	0.48	A2
Effectiveness of a multifaceted intervention to manage musculoskeletal disorders in workers of a medium-sized company	10.1080/10803548.2019.1575052	http://dx.doi.org/10.1080/10803548.2019.1575052	1080-3548	International Journal Occupational Safety and Ergonomics	Denise Harari			2019	1548932589	0	0	0	0	1	0	1	0	1	0	71	1	FALSE	Denise Harari, Raquel Aparecida Casarotto	1080-3548	4	4.0	0.51	A3
Effectiveness of anodal transcranial direct current stimulation to improve muscle strength and motor functionality after incomplete spinal cord injury: a systematic review and meta-analysis	10.1038/s41393-020-0438-2	http://dx.doi.org/10.1038/s41393-020-0438-2	1362-4393	Spinal Cord	Amanda Vitória Lacerda de Araújo			2020	1592308356	0	0	0	0	11	0	11	0	11	0	57	7	TRUE	Amanda Vitória Lacerda de Araújo, Felipe Piccarone Gonçalves Ribeiro, Thais Massetti, Kelsey A Potter-Baker, Mar Cortes, Ela Bhatt Plow, Talita Dias da Silva, James Tonks, Renato Anghinah, Fernando Henrique Magalhães, Felipe Fregni, Carlos Bandeira de Mello Monteiro	1362-4393	23	3.9	0.826	A1
Effectiveness of Aquatic Therapy vs Land-based Therapy for Balance and Pain in Women with Fibromyalgia: a study protocol for a randomised controlled trial	10.1186/s12891-016-1364-5	http://dx.doi.org/10.1186/s12891-016-1364-5	1471-2474	BMC Musculoskeletal Disorders	Sabela Rivas Neira			2017	1594911847	1	0	0	0	7	0	4	1	6	0	383	5	TRUE	Sabela Rivas Neira, Amélia Pasqual Marques, Irene Pegito Pérez, Ramón Fernández Cervantes, Jamile Vivas Costa	1471-2474	12	3.5	0.714	A3
Effectiveness of different styles of massage therapy in fibromyalgia: A systematic review and meta-analysis	10.1016/j.math.2014.09.003	http://dx.doi.org/10.1016/j.math.2014.09.003	2468-8630	Musculoskeletal Science and Practice	Susan Lee King Yuan			2014	1710632697	13	0	0	3	43	0	19	1	41	0	500	60	FALSE	Susan Lee King Yuan, Luciana Akemi Matsutani, Amélia Pasqual Marques	2468-8630	80	3.9	0.755	A2
Effectiveness of graded activity versus physiotherapy in patients with chronic nonspecific low back pain: midterm follow up results of a randomized controlled trial	10.1016/j.bjpt.2017.07.002	http://dx.doi.org/10.1016/j.bjpt.2017.07.002	0211-5638	Fisioterapia : organo de la Asociacion Espanola de Fisioterapia.	Maurício Oliveira Magalhães			2017	1582198425	0	0	0	0	31	0	29	0	29	0	269	17	TRUE	Maurício Oliveira Magalhães, Josielli Comachio, Paulo Henrique Ferreira, Evangelos Pappas, Amélia Pasqual Marques	0211-5638	24	0.4	0.138	B2
Effectiveness of interdisciplinary health education programs for individuals with fibromyalgia: A systematic review	10.4103/jehp.jehp_592_20	http://dx.doi.org/10.4103/jehp.jehp_592_20	2277-9531	Journal of Education and Health Promotion	Mateus Dias Antunes			2021	1622853713	0	0	0	0	2	0	2	0	2	0	68	2	TRUE	Mateus Dias Antunes, Letícia Assis Couto, Sonia Maria Marques Gomes Bertolini, Felipe Cayres Nogueira da Rocha Loures, Ana Carolina Basso Schmitt, Amélia Pasqual Marques	2277-9531	9	2.3	0.478	NA
